"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Building 0 Progress"
,"Scope",,
,"Rows"
,,"LG",,"building 0","lg"
,,"B1",,"building 0","b1"
,,"LGM",,"building 0","lgm"
,,"CEP",,"building 0","cep"
,"Columns"
,,"50",,"50"
,,"51",,"51"
,,"52",,"52"
,,"53",,"53"
,,"54",,"54"
,,"55",,"55"
,,"56",,"56"
,,"57",,"57"
,,"58",,"58"
,,"59",,"59"
,,"60",,"60"
,,"61",,"61"
,,"70",,"70"
,,"71",,"71"
,,"72",,"72"
,,"73",,"73"
,,"74",,"74"
,,"75",,"75"
,,"76",,"76"
,,"77",,"77"
,,"78",,"78"
,,"79",,"79"
,,"80",,"80"
,,"81",,"81"
,,"82",,"82"
,,"83",,"83"
,,"84",,"84"
,,"85",,"85"
,,"90",,"90"
,,"91",,"91"
,,"92",,"92"
,,"93",,"93"
,,"94",,"94"
,,"95",,"95"
,,"96",,"96"
,,"S601",,"s601"
,,"S602",,"s602"
,,"S603",,"s603"
,,"S604",,"s604"
,,"S605",,"s605"
,,"S606",,"s606"
,,"S607",,"s607"
,,"S608",,"s608"

"Building A Progress"
,"Scope",,
,"Rows"
,,"G",,"building a","g"
,,"L1",,"l1","building a"
,,"L2",,"building a","l2"
,,"L3",,"building a","l3"
,,"L4",,"l4","building a"
,,"L5",,"l5","building a"
,,"L6",,"building a","l6"
,,"Plantroom",,"building a","plantroom"
,,"Riser",,"building a","riser"
,,"Stairs",,"building a","stairs"
,"Columns"
,,"70",,"70"
,,"71",,"71"
,,"72",,"72"
,,"73",,"73"
,,"74",,"74"
,,"75",,"75"
,,"76",,"76"
,,"77",,"77"
,,"78",,"78"
,,"79",,"79"
,,"509-S601",,"509-s601"
,,"509-S602",,"509-s602"
,,"509-S603",,"509-s603"
,,"510-S601",,"510-s601"
,,"510-S602",,"510-s602"
,,"510-S603",,"510-s603"
,,"609-S601",,"609-s601"
,,"609-S602",,"609-s602"
,,"S501",,"s501"
,,"S503",,"s503"
,,"S504",,"s504"
,,"S505",,"s505"
,,"S506",,"s506"
,,"S507",,"s507"
,,"S508",,"s508"
,,"S509",,"s509"
,,"S510",,"s510"
,,"S511",,"s511"
,,"S512",,"s512"
,,"S513",,"s513"
,,"71",,"71"
,,"78",,"78"

"Building B Progress"
,"Scope",,
,"Rows"
,,"G",,"building b","g"
,,"L1",,"l1","building b"
,,"L2",,"l2","building b"
,,"L3",,"building b","l3"
,,"L4",,"l4","building b"
,,"L5",,"l5","building b"
,,"L6",,"l6","building b"
,,"L7",,"building b","l7"
,,"L8",,"l8","building b"
,,"L9",,"l9","building b"
,,"L10",,"l10","building b"
,,"Riser",,"riser","building b"
,,"Stairs",,"building b","stairs"
,"Columns"
,,"50",,"50"
,,"51",,"51"
,,"52",,"52"
,,"53",,"53"
,,"54",,"54"
,,"55",,"55"
,,"56",,"56"
,,"57",,"57"
,,"58",,"58"
,,"59",,"59"
,,"60",,"60"
,,"61",,"61"
,,"S501",,"s501"
,,"S502",,"s502"
,,"S503",,"s503"
,,"S504",,"s504"
,,"S505",,"s505"
,,"S506",,"s506"
,,"S507",,"s507"
,,"S511",,"s511"
,,"S512",,"s512"
,,"S513",,"s513"
,,"S514",,"s514"
,,"S515",,"s515"
,,"S516",,"s516"
,,"S517",,"s517"

"Building C Progress"
,"Scope",,
,"Rows"
,,"Ground",,"ground","building c"
,,"L1",,"l1","building c"
,,"L2",,"l2","building c"
,,"L3",,"l3","building c"
,,"L4",,"l4","building c"
,,"Roof",,"roof","building c"
,"Columns"
,,"90",,"90"
,,"91",,"91"
,,"92",,"92"
,,"93",,"93"

"Building D Progress"
,"Scope",,
,"Rows"
,,"G",,"building d","g"
,,"L1",,"building d","l1"
,,"L2",,"building d","l2"
,,"L3",,"building d","l3"
,,"L4",,"l4","building d"
,,"L5",,"building d","l5"
,,"Plantroom",,"building d","plantroom"
,,"Riser",,"building d","riser"
,"Columns"
,,"84",,"84"
,,"85",,"85"
,,"S501",,"s501"
,,"S502",,"s502"
,,"S504",,"s504"
,,"S505",,"s505"

"Building E Progress"
,"Scope",,
,"Rows"
,,"G",,"building e","g"
,,"L1",,"l1","building e"
,,"L2",,"building e","l2"
,,"L3",,"building e","l3"
,,"L4",,"l4","building e"
,,"L5",,"l5","building e"
,,"Riser",,"building e","riser"
,,"Stairs",,"building e","stairs"
,"Columns"
,,"80",,"80"
,,"81",,"81"
,,"82",,"82"
,,"83",,"83"
,,"S501",,"s501"
,,"S502",,"s502"
,,"S503",,"s503"
,,"S805",,"s805"

