resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,NEW OFFICE,,,,,,,,
,,step,,,,SITE WORKS ,,,,,,,
"UNDERGROUND SERVICES, EXTERIOR LIGHTING POWER AND CONTAINMENT ",,checklist,,,,,"UNDERGROUND SERVICES, EXTERIOR LIGHTING POWER AND CONTAINMENT ",,,,,,
,,step,,,,NEW OFFICE ,,,,,,,
1ST FIX ,2ND FIX ,folder-with-checklists,,,,,ELECTRICAL AND DATA,,,,,,
,,step,,,,DISTRIBUTION,,,,,,,
DISTRIBUTION BOARD DB2,,checklist,,,,,DISTRIBUTION BOARD DB2,,,,,,
,,step,,,,COMMISSIONING ,,,,,,,
COMMISSIONING - DISTRIBUTION BOARD  DB2,,checklist,,,,,COMMISSIONING - SWITCHBOARD DB2,,,,,,
COMMS CABINET,,checklist,,,,,DATA,,,,,,
