Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
9b5c4c2f-06b9-5d22-8dde-642aca031dc6,checklist,Apartment Fit Off Checklist,,Apartment Fit Off Checklist,,
d5243bb1-a049-5acb-a3d7-432480330c88,section,Laundry Fit Off,,,,
7a9d52d9-806d-5852-9e18-ad3cf27c5094,checkpoint,Laundry Trough,,,,
f27351a9-06cc-5af7-ba90-63ea8a3cdf92,checkpoint,Laundry Trough Mixer,,,,
69971eee-2bff-5d22-af4e-d00041df398d,checkpoint,Laundry Trough Mini Stops,,,,
ee63238d-b1bf-5ab6-a231-323ef73678ed,checkpoint,Laundry Trough Waste,,,,
2105d8a4-766c-59e1-8267-a18860ea4608,checkpoint,Floor wastes - cleared of blockages,,,,
b653a264-0b33-4ad7-aca2-4ace80fe19d7,checkpoint,Camera drainage for no break,,,,
82cb59cf-874d-5d6e-9c63-b657b1756f6e,section,Kitchen Fit Off,,,,
9eb51200-9a80-537f-9963-e6fac099557f,checkpoint,Kitchen Mini Stops,,,,
f6aead0f-6603-5c8e-aba1-6294a0aac975,checkpoint,Kitchen Sink Waste,,,,
10c9bd02-e23c-55e7-96e1-e386782fdb7c,checkpoint,Kitchen Sink Mixer,,,,
8123d8df-1194-51a0-b1c6-fa50cd52f4cf,checkpoint,Kitchen Dishwasher,,,,
a9936c99-01ed-5658-97e7-6e830be984ad,checkpoint,Kitchen Cooktop,,,,
9d27d4a0-2490-49e4-b6c6-e510d14c9533,checkpoint,Camera drainage for no break,,,,
6b029464-66d8-576c-ba07-967a41bc1b49,section,Bathroom Fit Off,,,,
afdd413b-0d5b-5d01-823b-9624440494b7,checkpoint,Bathroom Shower Mixer,,,,
71e2276e-de63-54fb-8288-f4b466d01b45,checkpoint,Bathroom Shower Rail/Rose,,,,
c7a1e4be-1bee-566a-a30d-fd11146f2daf,checkpoint,Bathroom Basin,,,,
e9dcf165-bb52-5476-9427-b32ef369cd9f,checkpoint,Bathroom Basin Mixer,,,,
2b42754c-4163-5fcb-9227-0ccf04481215,checkpoint,Bathroom Bottle Trap,,,,
e0049621-ae59-5bc3-8141-9aa0a2de341c,checkpoint,Bathroom Toilet,,,,
653149c8-cd43-5aaf-bde1-13396977eed8,checkpoint,Bathroom Urinal,,,,
38dded02-7431-56ed-b06b-f0d8dce8c7eb,checkpoint,Bath tubs,,,,
611c9419-404b-467b-813c-0bb2988e5fef,checkpoint,Floor wastes - cleared of blockages,,,,
2b9f9b1d-f957-45ad-b66d-f3404f9db6b9,checkpoint,Camera drainage for no break,,,,
,section,Testing,,,,
ca9d1108-96bb-4b6b-a8a5-6f2f55d3b34f,checkpoint,Tested on test gauge hot/cold,,,,
10680b2e-75f8-45bd-b599-bf4a2dd63bfc,checkpoint,Tested on test gauge rainwater,,,,
05892479-d016-4a9d-a9b5-cce5a763395c,section,Outdoor Fit Off,,,,
f2d9ba38-0402-4776-ad29-0d7565d79514,checkpoint,Outdoor gas BBQ,,,,
2f03c884-e67f-44cf-9e37-9b6f0b51c70d,checkpoint,Balcony garden tap,,,,
