type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Terrace House LG ITP,,,,,,Terrace House LG ITP
section,General,,,,,,
checkpoint,Area ready and accessible for work - take picture if required,,,,,,
checkpoint,Inspect - Materials free from Damage,,,,,,
checkpoint,Location Correct As per Plan/Drawing,,,,,,
section,Pipework,,,,,,
checkpoint,Pipework roughin complete,,,,,,
checkpoint,Drain roughin - Pressure Pipe - Green Glue,,,,,,
checkpoint,Drain Test - min 1L,,,,,,
section,Fan Coil Unit,,,,,,
checkpoint,Correct Fan Coil Installed with Anti Vibration mounts,,,,,,
checkpoint,Filter installed,,,,,,
checkpoint,Drain terminated to tundish,,,,,,
section,Electrical,,,,,,
checkpoint,Electrical interconnect roughed in,,,,,,
checkpoint,Wall Controller roughed in,,,,,,
checkpoint,Fan coil terminations complete,,,,,,
